15938,1,PN货车
15939,2,PN货车（手动单排）
15940,3,PN货车（手动双排）
15941,4,五菱之光
15942,5,五菱之光（加长型）
15943,6,五菱之光（基本型）
15944,7,五菱扬光
15945,8,兴旺
15946,9,宏光
15947,10,扬光
15948,11,荣光
15949,12,荣光小卡OR五菱之光（立业型）
15950,13,荣光小卡
15951,14,鸿途
15952,15,五菱之光6388
15953,16,GL6505XQ
15954,17,宏光V
15956,10001,RAV4
15957,10002,兰德酷路泽
15958,10003,凯美瑞
15959,10004,凯美瑞（尊瑞）
15960,10005,凯美瑞（骏瑞）
15961,10006,卡罗拉
15962,10007,埃尔法
15963,10008,威驰
15964,10009,普拉多（进口）
15965,10010,普拉多
15966,10011,普瑞维亚1
15967,10012,普瑞维亚2
15968,10013,普瑞维亚
15969,10014,汉兰达
15970,10015,海狮
15971,10016,皇冠
15972,10017,红杉
15973,10018,花冠
15974,10019,花冠EX
15975,10020,赛纳（Sienna）
15976,10021,逸致
15977,10022,锐志
15978,10023,雅力士
15979,10024,霸道
15980,10025,丰田客车1
15981,10026,丰田客车2
15982,10027,威驰TRD（运动版）
15983,10028,FJ_Cruiser
15984,10029,Venza威飒
15985,10030,佳美
15986,10031,坦途（1794纪念款）
15987,10032,坦途
15988,10033,普锐斯
15989,10034,海狮（进口）
15990,10035,特锐
15991,10036,雷凌
15993,20001,CRV
15994,20002,CRV（尊贵版）
15995,20003,CRV（经典版）
15996,20004,凌派
15997,20005,奥德赛
15998,20006,思域
15999,20007,思迪
16000,20008,思铂睿
16001,20009,思铭
16002,20010,歌诗图
16003,20011,理念S1
16004,20012,艾力绅
16005,20013,锋范
16006,20014,雅阁
16007,20015,雅阁5
16008,20016,飞度
16009,20017,飞度2
16010,20018,杰德
16012,30001,伊兰特
16013,30002,名驭
16014,30003,御翔
16015,30004,悦动
16016,30005,朗动
16017,30006,i30
16018,30007,ix35
16019,30008,瑞纳
16020,30009,索纳塔
16021,30010,索纳塔八
16022,30011,维拉克斯
16023,30012,胜达
16024,30013,全新胜达
16025,30014,途胜
16026,30015,雅绅特
16027,30016,领翔
16028,30017,名图
16029,30018,酷派FX
16030,30019,酷派
16031,30020,ix25
16032,30021,Veloster飞思
16033,30022,劳恩斯酷派
16035,40001,佳宝T51
16036,40002,佳宝V52
16037,40003,佳宝V70
16038,40004,夏利
16039,40005,夏利N3
16040,40006,夏利N5
16041,40007,夏利N7
16042,40008,夏利绅雅
16043,40009,威志
16044,40010,威志V2
16045,40011,威志V5
16046,40012,森雅M80
16047,40013,森雅S80
16048,40014,红旗世纪星
16049,40015,红旗名仕
16050,40016,夏利A+
16051,40017,夏利佳宝
16052,40018,威姿v1
16053,40019,威乐
16054,40020,佳宝V80
16055,40021,欧朗
16056,40022,奔腾B70
16057,40023,奔腾B90
16058,40024,佳宝V55
16059,40025,红塔（解放）轻卡
16061,50001,CC
16062,50002,Polo
16063,50003,Polo（Cross）
16064,50004,Polo（劲取）
16065,50005,宝来
16066,50006,尚酷
16067,50007,帕萨特
16068,50008,帕萨特领驭
16069,50009,开迪
16070,50010,捷达
16071,50011,速腾
16072,50012,朗逸
16073,50013,桑塔纳
16074,50014,桑塔纳（老款）
16075,50015,桑塔纳志俊（基本型）
16076,50016,桑塔纳志俊
16077,50017,桑塔纳志俊（豪华型）
16078,50018,桑塔纳志俊（手动型）
16079,50019,甲壳虫
16080,50020,辉腾
16081,50021,迈腾
16082,50022,途威
16083,50023,途安
16084,50024,途观
16085,50025,途锐
16086,50026,高尔
16087,50027,高尔夫
16088,50028,高尔夫GTI
16089,50029,高尔夫（进口）
16090,50030,凌渡
16091,50031,夏朗
16093,60001,GL8
16094,60002,GL8（陆尊）
16095,60003,凯越
16096,60004,君威
16097,60005,君越
16098,60006,昂科拉
16099,60007,昂科雷
16100,60008,林荫大道
16101,60009,英朗gt
16102,60010,英朗xt
16103,60011,赛欧
16104,60012,昂科威
16106,70001,206
16107,70002,207
16108,70003,308
16109,70004,307
16110,70005,408
16111,70006,508
16112,70007,308S
16113,70008,301
16114,70009,2008
16116,80001,嘉年华
16117,80002,探险者
16118,80003,新世代全顺
16119,80004,福克斯
16120,80005,福克斯（进口）or福克斯
16121,80006,嘉年华三厢
16122,80007,经典全顺
16123,80008,翼搏
16124,80009,蒙迪欧
16125,80010,蒙迪欧制胜
16126,80011,锐界
16127,80012,麦柯斯
16128,80013,翼虎
16129,80014,全新福克斯ST
16130,80015,福睿斯
16132,90001,D22
16133,90002,D22皮卡
16134,90003,NV200
16135,90004,启晨D50
16136,90005,天籁
16137,90006,轩逸
16138,90007,奇骏
16139,90008,帕拉丁
16140,90009,玛驰
16141,90010,蓝鸟
16142,90011,逍客
16143,90012,阳光
16144,90013,骊威
16145,90014,骊威劲锐
16146,90015,骏逸
16147,90016,骐达
16148,90017,骐达or颐达
16149,90018,蓝鸟（智尊版）
16150,90019,NT400
16151,90020,蓝鸟（智尊2.0L手动舒适型）
16152,90021,风度
16153,90022,CWB452
16154,90023,启辰R30
16155,90024,楼兰
16156,90025,贵士
16158,100001,C2
16159,100002,C5
16160,100003,世嘉
16161,100004,凯旋
16162,100005,富康
16163,100006,毕加索
16164,100007,爱丽舍
16165,100008,C4L
16166,100009,C3_XR
16167,100010,C4_Aircross
16168,100011,DS3
16169,100012,DS5
16171,110001,100
16172,110002,A3
16173,110003,A4
16174,110004,A4L
16175,110005,A6
16176,110006,A6L
16177,110007,A8
16178,110008,Q3
16179,110009,Q5
16180,110010,Q5（标准型）
16181,110011,Q7
16182,110012,A7
16183,110013,TT
16185,120001,乐风
16186,120002,乐驰
16187,120003,景程（SE&SX版）
16188,120004,景程
16189,120005,爱唯欧
16190,120006,科帕奇
16191,120007,科鲁兹
16192,120008,赛欧
16193,120009,迈锐宝
16194,120010,景程（行政版）
16195,120011,乐骋
16196,120012,TRAX创酷
16197,120013,科迈罗（敞篷定制版SS）
16199,130001,RIO
16200,130002,佳乐
16201,130003,凯尊
16202,130004,千里马1
16203,130005,千里马2
16204,130006,智跑
16205,130007,欧菲莱斯
16206,130008,狮跑（进口）
16207,130009,狮跑
16208,130010,福瑞迪
16209,130011,秀尔
16210,130012,索兰托
16211,130013,赛拉图
16212,130014,起亚K2
16213,130015,起亚K3
16214,130016,起亚K5
16215,130017,远舰
16216,130018,霸锐
16217,130019,K3
16218,130020,狮跑（自动两驱版DLX）
16219,130021,嘉华
16220,130022,K5
16221,130023,速迈
16223,140001,红旗盛世
16225,150001,E3
16226,150002,勋龙
16227,150003,奔奔
16228,150004,奔奔MINI
16229,150005,悦翔
16230,150006,悦翔V3
16231,150007,新豹
16232,150008,星卡
16233,150009,欧诺商务车
16234,150010,逸动
16235,150011,金牛星
16236,150012,镭蒙
16237,150013,长安CS35
16238,150014,长安CX20
16239,150015,长安CX30
16240,150016,长安之星
16241,150017,长安之星2
16242,150018,长安之星S460（1）
16243,150019,长安之星S460（2）
16244,150020,长安星光35
16245,150021,长安星光4500
16246,150022,长安CM8（商用）
16247,150023,长安之星（商用）
16248,150024,长安小卡（商用）
16249,150025,致尚XT
16250,150026,神麒
16251,150027,悦翔V5
16252,150028,悦翔V7
16253,150029,长安运通
16254,150030,欧力威
16255,150031,CX20
16256,150032,睿行
16257,150033,CS75
16258,150034,奔奔i
16259,150035,奔奔LOVE
16260,150036,志翔
16261,150037,睿骋
16262,150038,载货汽车（SC1016H4）
16264,160001,C30
16265,160002,滕翼C50
16266,160003,凌傲
16267,160004,哈弗H6（升级版）
16268,160005,哈弗H3（四驱超豪华型）
16269,160006,哈弗H3
16270,160007,哈弗H3（两驱超豪华型）
16271,160008,哈弗H5（1）
16272,160009,哈弗H5（2）
16273,160010,哈弗H6
16274,160011,哈弗M2
16275,160012,炫丽
16276,160013,腾翼
16277,160014,腾翼V80
16278,160015,赛影
16279,160016,赛酷
16280,160017,赛铃房车
16281,160018,酷熊
16282,160019,金迪尔
16283,160020,长城C20R
16284,160021,长城精灵
16285,160022,风骏3
16286,160023,风骏5
16287,160024,哈弗H6（运动版）
16288,160025,哈弗H2
16289,160026,哈弗H1
16290,160027,哈弗M1
16291,160028,赛弗F1
16293,170001,V3菱悦
16294,170002,得利卡1
16295,170003,得利卡2
16296,170004,帅菱
16297,170005,得利卡
16298,170006,V5菱致
16299,170007,菱利
16300,170008,希旺
16301,170009,V3菱悦（手动亲民版）
16302,170010,V3菱悦（手动幸福版）
16303,170011,全新富利卡
16304,170012,富利卡
16305,170013,富利卡（自由型）
16306,170014,富利卡（菱动豪华型）
16308,180001,核动力
16309,180002,金运
16310,180003,领驰
16311,180004,领骐
16312,180005,大海狮
16313,180006,海星1
16314,180007,海星2
16315,180008,海狮
16316,180009,海狮1
16317,180010,海狮2
16318,180011,海狮第六代
16319,180012,金杯之星
16320,180013,阁瑞斯1
16321,180014,阁瑞斯2
16322,180015,智尚S30
16323,180016,小海狮X30
16324,180017,阁瑞斯
16325,180018,S50
16326,180019,霸道
16328,190001,新马自达
16329,190002,睿翼1
16330,190003,睿翼2
16331,190004,马自达2
16332,190005,马自达3（进口）
16333,190006,马自达3
16334,190007,马自达3（星骋）
16335,190008,马自达6
16336,190009,马自达8
16337,190010,马自达CX
16338,190011,CX5
16339,190012,马自达3_Axela
16340,190013,睿翼
16341,190014,马自达2（两厢炫动1.5L）
16342,190015,马自达5
16344,200001,富利卡
16345,200002,帕杰罗
16346,200003,帕杰罗速跑
16347,200004,帕杰罗（进口）
16348,200005,戈蓝
16349,200006,格蓝迪
16350,200007,欧蓝德（进口）
16351,200008,欧蓝德
16352,200009,翼神
16353,200010,蓝瑟
16354,200011,劲炫ASX
16355,200012,君阁
16356,200013,扶桑搅拌车
16357,200014,LANCER（舒适版）
16358,200015,劲炫ASX（进口）
16359,200016,帕杰罗劲畅
16360,200017,翼神（时尚版）
16363,220001,小康K07
16364,220002,小康K17
16365,220003,小康V07
16366,220004,皮卡P65
16367,220005,锐骐皮卡
16368,220006,风神H30
16369,220007,东风货车1
16370,220008,东风厢式运输车
16371,220009,东风货车12
16372,220010,征服者
16373,220011,东风货车3
16374,220012,嘉龙
16375,220013,小霸王
16376,220014,金霸
16377,220015,凯普特C系列
16378,220016,东风货车9
16379,220017,乘龙中卡
16380,220018,多利卡
16381,220019,多利卡1
16382,220020,多利卡2
16383,220021,天锦1
16384,220022,天锦2
16385,220023,天龙
16386,220024,柳汽乘龙
16387,220025,俊风
16388,220026,小康C37
16389,220027,小康风光360
16390,220028,小康V29
16391,220029,小康风光
16392,220030,俊风（载货运输车）
16393,220031,福瑞卡
16394,220032,风神A60
16395,220033,多用途车（LZ6521MQ24M）
16396,220034,大力神重卡（350马力）
16397,220035,御轩
16398,220036,轻卡（随车起重运输车）
16399,220037,霸龙重卡
16400,220038,货车2
16401,220039,货车4
16402,220040,天锦3
16404,230001,F0
16405,230002,F3
16406,230003,F3DM
16407,230004,F6
16408,230005,G3
16409,230006,G6
16410,230007,L3
16411,230008,M6
16412,230009,S6
16413,230010,福莱尔（豪华型）
16414,230011,速锐
16415,230012,秦
16416,230013,G5
16417,230014,S7
16418,230015,思锐
16421,250001,A1
16422,250002,A3
16423,250003,A5
16424,250004,QQ
16425,250005,QQ3
16426,250006,QQ6
16427,250007,东方之子
16428,250008,威麟X5
16429,250009,开瑞（优劲or优优）
16430,250010,开瑞（优胜二代）
16431,250011,开瑞（优雅）
16432,250012,旗云
16433,250013,旗云1
16434,250014,旗云2
16435,250015,旗云3
16436,250016,旗云5
16437,250017,瑞虎
16438,250018,瑞麒M1
16439,250019,瑞麒X1
16440,250020,风云2
